"","Time","Price","Country"
"67",133,2754.18729597252,1
"68",135,2386.54560177757,1
"69",137,2649.63915048318,1
"70",139,2345.13443947698,1
"71",141,2126.5191353134,1
"72",143,2120.97531761253,1
"73",145,2382.42790194867,1
"74",147,2788.36525209133,1
"75",149,2399.58787652208,1
"76",151,2490.06885401986,1
"77",153,2518.5141848281,1
"78",155,2666.38581558713,1
"79",157,2557.40460702409,1
"80",159,2392.8625526599,1
"81",161,2391.13973942339,1
"82",163,2186.91342609214,1
"83",165,2079.53698289555,1
"84",167,2516.54861515602,1
"85",169,2178.65939538873,1
"86",171,2642.61151772936,1
"87",173,2496.07129026238,1
"88",175,2204.58063194743,1
"89",177,2042.35665039457,1
"90",179,2179.17421819988,1
"91",181,2080.74253522308,1
"92",183,2104.46465750249,1
"93",185,1927.28906453542,1
"94",187,2357.3972325257,1
"95",189,2185.01432817194,1
"96",191,2303.65730812629,1
"97",193,2239.35002616537,1
"98",195,1847.07614342285,1
"99",197,1998.76699026126,1
"100",199,2007.66333677202,1
"101",201,2191.60273128115,1
"102",203,2272.54687432937,1
"103",205,2147.50891327132,1
"104",207,1988.588318897,1
"105",209,2183.23221806981,1
"106",211,2567.97806176312,1
"107",213,2198.37341790837,1
"108",215,2008.29880992413,1
"109",217,2244.30966006749,1
"110",219,2284.46611467241,1
"111",221,1856.80390412889,1
"112",223,2126.39278631659,1
"113",225,1720.57046305382,1
"114",227,2022.73938313378,1
"115",229,2027.32691661837,1
"116",231,1641.988235293,1
"117",233,1704.62763217254,1
"118",235,1810.19136948409,1
"119",237,2069.73911523541,1
"120",239,1946.34461018517,1
"121",241,1710.3088013859,1
"122",243,1932.90196963824,1
"123",245,2158.41536109703,1
"124",247,2063.54713665095,1
"125",249,1962.97125479873,1
"126",251,1768.78636041993,1
"127",253,2027.95387047904,1
"128",255,2163.98387263756,1
"129",257,1946.38635995066,1
"130",259,1691.26521075214,1
"131",261,1568.82851654143,1
"132",263,1522.1901175873,1
"133",265,1789.21613949122,1
"134",267,1927.37968599519,1
"135",269,1258.35340013629,1
"136",271,1725.7449374168,1
"137",273,1775.55301973777,1
"138",275,1915.09903930195,1
"139",277,1734.27082992039,1
"140",279,2011.22519911206,1
"141",281,1855.18306736697,1
"142",283,1743.13314899655,1
"143",285,1524.80982159401,1
"144",287,1799.59181246908,1
"145",289,1829.38726176694,1
"146",291,1548.55949825041,1
"147",293,1762.96483028021,1
"148",295,1594.45424302951,1
"149",297,1386.46127010726,1
"150",299,1876.83886745497,1
"151",301,1551.41480486128,1
"152",303,1567.15414793026,1
"153",305,1768.58403144902,1
"154",307,1610.75333921985,1
"155",309,2098.77191630592,1
"156",311,1487.74907833897,1
"157",313,1744.17250224222,1
"158",315,1910.77497755249,1
"159",317,1425.36903732585,1
"160",319,1857.08336194384,1
"161",321,1325.47177814498,1
"162",323,1703.55078551094,1
"163",325,1611.39678365869,1
"164",327,1645.08834666221,1
"165",329,1541.08025379792,1
"166",331,1710.56814673971,1
"167",333,1606.33649410906,1
"168",335,1678.23663137114,1
"169",337,1618.95208962272,1
"170",339,1765.17086049533,1
"171",341,1599.82340915773,1
"172",343,1568.84536176519,1
"173",345,1502.42530907853,1
"174",347,1635.85666482311,1
"175",349,1797.49502528033,1
"176",351,1417.07617230835,1
"177",353,1784.51330446511,1
"178",355,1669.32157372602,1
"179",357,1676.15637596639,1
"180",359,1435.72265967122,1
"181",361,1548.94478004304,1
"182",363,1378.89906865761,1
"183",365,1284.29725626563,1
"184",367,1622.54829238649,1
"185",369,1607.27742364252,1
"186",371,1665.95908301836,1
"187",373,1124.73457293608,1
"188",375,1361.72275359544,1
"189",377,1258.6077951496,1
"190",379,1760.43226703819,1
"191",381,1455.90730639806,1
"192",383,1569.34507273778,1
"193",385,1354.0395220332,1
"194",387,1396.06566869314,1
"195",389,1273.46564081039,1
"196",391,1451.57452913025,1
"197",393,1326.80961710646,1
"198",395,1332.30112552515,1
"199",397,1266.28461051355,1
"200",399,1657.13913328654,1
"201",401,1481.9563917311,1
"202",403,1228.41015346323,1
"203",405,1809.65989196962,1
"204",407,1317.74923150447,1
"205",409,1368.13250714231,1
"206",411,1382.15810071,1
"207",413,1435.37611560358,1
"208",415,1354.39197851573,1
"209",417,1135.7992172742,1
"210",419,1331.29504639283,1
"211",421,1105.7051540382,1
"212",423,1802.11720834066,1
"213",425,1553.98873744336,1
"214",427,1431.48751380346,1
"215",429,1091.30840550561,1
"216",431,1293.58305344902,1
"217",433,1360.78505539054,1
"218",435,1202.34073970238,1
"219",437,1136.6009325658,1
"220",439,1249.49044125446,1
"221",441,1255.23652605018,1
"222",443,1249.80293503855,1
"223",445,1273.59380081482,1
"224",447,1413.99787500438,1
"225",449,1631.86813483017,1
"226",451,1466.28301424241,1
"227",453,1308.60251700205,1
"228",455,1509.44151595473,1
"229",457,1297.03429419774,1
"230",459,1026.25202619149,1
"231",461,1409.74989268711,1
"232",463,1449.31699191328,1
"233",465,1285.60427468553,1
"234",467,1097.47757092704,1
"235",469,1312.17230792174,1
"236",471,1337.57279312564,1
"237",473,1570.10253393709,1
"238",475,1007.81996651864,1
"239",477,1537.02087814843,1
"240",479,1212.18184933425,1
"241",481,886.259408951964,1
"242",483,1169.79622666988,1
"243",485,903.814176653352,1
"244",487,1137.6614323949,1
"245",489,1189.58038841246,1
"246",491,1118.27809572891,1
"247",493,1033.34077501745,1
"248",495,1239.72556214198,1
"249",497,1335.66370913628,1
"250",499,1053.60962502446,1
"251",501,1472.71011492933,1
"252",503,1398.25737909995,1
"253",505,1009.95368798743,1
"254",507,1308.08146828042,1
"255",509,920.033156808518,1
"256",511,1010.20224810748,1
"257",513,1265.33683828544,1
"258",515,1035.7957036394,1
"259",517,1105.07454027181,1
"260",519,1195.30304063532,1
"261",521,1058.36263434181,1
"262",523,1096.01003487599,1
"263",525,900.031306046707,1
"264",527,1169.76078098931,1
"265",529,785.712615157073,1
"266",531,1101.68671797227,1
"267",533,1209.55233356401,1
"268",535,1115.01332312866,1
"269",537,946.302522905172,1
"270",539,728.567603033182,1
"271",541,795.538703312796,1
"272",543,1345.36452235593,1
"273",545,685.664643219421,1
"274",547,1161.93955609479,1
"275",549,737.803267927181,1
"276",551,837.753430261932,1
"277",553,965.047993786499,1
"278",555,1371.39069841557,1
"279",557,1132.68799514828,1
"280",559,967.942386209205,1
"281",561,1202.34266587907,1
"282",563,1031.89648390528,1
"283",565,659.511610708345,1
"284",567,716.173287656588,1
"285",569,1052.87985335971,1
"286",571,896.535432162396,1
"287",573,901.200514663877,1
"288",575,849.777879280185,1
"289",577,654.17816160417,1
"290",579,918.330773516699,1
"291",581,1324.30812603756,1
"292",583,1214.73175285379,1
"293",585,967.957320438646,1
"294",587,1399.99594928613,1
"295",589,955.128313725826,1
"296",591,594.58678777168,1
"297",593,1236.80311120625,1
"298",595,895.168568936804,1
"299",597,1122.00009994104,1
"300",599,1266.46342386699,1
"301",601,961.354980351757,1
"302",603,438.05720842232,1
"303",605,1010.06970233576,1
"304",607,1154.02207497426,1
"305",609,1043.87508676632,1
"306",611,565.274132497275,1
"307",613,894.543889591902,1
"308",615,819.333519061097,1
"309",617,775.343166838582,1
"310",619,1028.65169643998,1
"311",621,1336.30737219743,1
"312",623,981.307464632579,1
"313",625,652.344794120152,1
"314",627,1119.40540170916,1
"315",629,1002.49572064391,1
"316",631,1260.14389619231,1
"317",633,1211.31029238778,1
"318",635,1219.61341522027,1
"319",637,1079.94534818025,1
"320",639,974.282810865741,1
"321",641,709.572202987672,1
"322",643,1159.4607791577,1
"323",645,889.968842527494,1
"324",647,1163.65630642694,1
"325",649,1246.63917985134,1
"326",651,656.03207677789,1
"327",653,619.250162044065,1
"328",655,603.726272674742,1
"329",657,1033.02424803687,1
"330",659,1035.97600029453,1
"331",661,850.126251185945,1
"332",663,1173.28201933154,1
"333",665,664.6420641342,1
"334",667,628.988652642316,1
"335",669,1131.55822410693,1
"336",671,574.15103931462,1
"337",673,1133.24748340425,1
"338",675,304.091635428302,1
"339",677,866.456311326286,1
"340",679,801.321695134519,1
"341",681,1157.5426850878,1
"342",683,699.334678426432,1
"343",685,1019.04956866371,1
"344",687,968.594659672609,1
"345",689,1030.49274281127,1
"346",691,1015.55861788341,1
"347",693,745.111333934777,1
"348",695,810.408146216658,1
"349",697,951.984184031556,1
"350",699,782.863944138049,1
"351",701,877.419786938746,1
"352",703,862.902267485743,1
"353",705,811.856129156665,1
"354",707,926.002667573247,1
"355",709,860.038489329092,1
"356",711,826.852495579005,1
"357",713,957.258758262395,1
"358",715,637.472902252238,1
"359",717,732.933467620938,1
"360",719,828.563930843876,1
"361",721,854.974142563882,1
"362",723,769.939013157801,1
"363",725,789.022200570919,1
"364",727,529.324808100549,1
"365",729,739.329145718276,1
"366",731,841.908205566388,1
"367",733,894.720640569489,1
"368",735,731.765233401132,1
"369",737,643.925264088023,1
"370",739,963.032179180357,1
"371",741,648.029240859869,1
"372",743,1055.11653361652,1
"373",745,826.252472076936,1
"374",747,834.132371033069,1
"375",749,735.271237354604,1
"376",751,744.007432758774,1
"377",753,918.437328839856,1
"378",755,662.017598501619,1
"379",757,878.49237216742,1
"380",759,793.738191423688,1
"381",761,536.613562717938,1
"382",763,904.515792649415,1
"383",765,891.284717224559,1
"384",767,839.74951556563,1
"385",769,524.498057131239,1
"386",771,895.997414233637,1
"387",773,892.834054414576,1
"388",775,741.673189916909,1
"389",777,704.741302813739,1
"390",779,722.720442720674,1
"391",781,980.009982680968,1
"392",783,367.384685961515,1
"393",785,832.447614704375,1
"394",787,1213.59040121757,1
"395",789,775.28292885345,1
"396",791,921.142624623267,1
"397",793,921.266383877984,1
"398",795,1072.55361112147,1
"399",797,756.64088128771,1
"400",799,530.92068689268,1
"401",801,860.822243059539,1
"402",803,723.819114055687,1
"403",805,949.595536602857,1
"404",807,945.350032494155,1
"405",809,486.191364857298,1
"406",811,880.622689092675,1
"407",813,470.863603643155,1
"408",815,264.371329674859,1
"409",817,1023.05217050728,1
"410",819,774.51010259107,1
"411",821,845.718552223472,1
"412",823,681.100632113076,1
"413",825,517.473794224305,1
"414",827,842.697168382439,1
"415",829,342.268418276132,1
"416",831,921.801930489642,1
"417",833,882.492068879747,1
"418",835,654.099438393482,1
"419",837,627.250816706244,1
"420",839,506.924970083172,1
"421",841,1047.26731226041,1
"422",843,907.325453922722,1
"423",845,770.518738568497,1
"424",847,890.062856737355,1
"425",849,737.101191921446,1
"426",851,730.484715781177,1
"427",853,243.123351919231,1
"428",855,733.906177320735,1
"429",857,605.826606580565,1
"430",859,526.970661338194,1
"431",861,960.653938978603,1
"432",863,371.440311807906,1
"433",865,523.409910293575,1
"434",867,909.905102103901,1
"435",869,672.376482407896,1
"436",871,606.358927814121,1
"437",873,323.617211726136,1
"438",875,511.657744010643,1
"439",877,699.984594937624,1
"440",879,979.385250901789,1
"441",881,789.907273534045,1
"442",883,611.711384596788,1
"443",885,605.282745670275,1
"444",887,803.918000902319,1
"445",889,477.553101756809,1
"446",891,730.877484054779,1
"447",893,362.557752798377,1
"448",895,721.231688082378,1
"449",897,822.671906604082,1
"450",899,667.167660472414,1
"451",901,936.233545714993,1
"452",903,620.240726595529,1
"453",905,618.475497001395,1
"454",907,509.161992041263,1
"455",909,961.942261852702,1
"456",911,668.734666730832,1
"457",913,610.359092535861,1
"458",915,688.507946878983,1
"459",917,921.400466624466,1
"460",919,643.661999427132,1
"461",921,787.395457220852,1
"462",923,988.323826867294,1
"463",925,379.343316617311,1
"464",927,723.442688787197,1
"465",929,271.97114026374,1
"466",931,774.315071473694,1
"467",933,803.102505208215,1
"468",935,416.450110160234,1
"469",937,721.425604271622,1
"470",939,397.441239368916,1
"471",941,893.838595812559,1
"472",943,626.811293404145,1
"473",945,880.441884696229,1
"474",947,748.095073062391,1
"475",949,498.836753351703,1
"476",951,675.349627048261,1
"477",953,563.150396497252,1
"478",955,453.242020770542,1
"479",957,668.319166007103,1
"480",959,1098.30778528104,1
"481",961,957.536051558669,1
"482",963,761.548553335501,1
"483",965,481.904321459727,1
"484",967,846.413368407033,1
"485",969,1072.51305859139,1
"486",971,985.647311972217,1
"487",973,515.651178519367,1
"488",975,604.713882817135,1
"489",977,1079.01302678212,1
"490",979,591.96586241648,1
"491",981,607.939660488637,1
"492",983,790.856908286245,1
"493",985,856.644953455617,1
"494",987,868.323330770763,1
"495",989,514.262033937994,1
"496",991,1043.78464968501,1
"497",993,618.970351291173,1
"498",995,872.086108321935,1
"499",997,391.017633877229,1
"500",999,892.791269404036,1
"501",1001,416.287630755136,1
"502",1003,834.814451045188,1
"503",1005,795.945968165684,1
"504",1007,579.978790131156,1
"505",1009,690.305425952507,1
"506",1011,512.749413644317,1
"507",1013,617.441131347758,1
"508",1015,707.285670793166,1
"509",1017,580.301099796609,1
"510",1019,724.005931953526,1
"511",1021,481.155884195995,1
"512",1023,497.39727571837,1
"513",1025,657.137158092988,1
"514",1027,802.309525809195,1
"515",1029,782.422162461285,1
"516",1031,577.852505363696,1
"517",1033,790.785559972961,1
"518",1035,682.642365138914,1
"519",1037,587.323133578266,1
"520",1039,852.624355709854,1
"521",1041,601.422255846152,1
"522",1043,478.767505957595,1
"523",1045,806.872779376253,1
"524",1047,716.17513453037,1
"525",1049,508.815541122258,1
"526",1051,512.421969454208,1
"527",1053,486.44752431936,1
"528",1055,691.397891145712,1
"529",1057,407.923035422695,1
"530",1059,240.156336508478,1
"531",1061,136.260643248344,1
"532",1063,646.399646261296,1
"533",1065,540.198246664995,1
"534",1067,752.030439810953,1
"535",1069,549.308031055067,1
"536",1071,677.766677154361,1
"537",1073,491.654184441532,1
"538",1075,228.027982205862,1
"539",1077,523.92716850768,1
"540",1079,321.06972538696,1
"541",1081,373.670655287935,1
"542",1083,395.821584898097,1
"543",1085,662.476661321806,1
"544",1087,834.813664848397,1
"545",1089,476.381241204324,1
"546",1091,1076.97870803011,1
"547",1093,679.396260547135,1
"548",1095,705.989232593207,1
"549",1097,532.098102911386,1
"550",1099,556.665706477837,1
"551",1101,791.420886056229,1
"552",1103,654.268013399796,1
"553",1105,465.659054955234,1
"554",1107,551.856912458974,1
"555",1109,525.68084585742,1
"556",1111,642.681142617899,1
"557",1113,279.059247671591,1
"558",1115,574.04923117989,1
"559",1117,718.529781631808,1
"560",1119,841.713486095213,1
"561",1121,875.616377283012,1
"562",1123,728.322358375339,1
"563",1125,526.26509389341,1
"564",1127,816.12388746779,1
"565",1129,409.588604845757,1
"566",1131,626.427087684727,1
"567",1133,667.75974782762,1
"568",1135,288.935209645252,1
"569",1137,1231.34342229516,1
"570",1139,738.149529716917,1
"571",1141,659.385144352368,1
"572",1143,31.4069725420431,1
"573",1145,745.023473471866,1
"574",1147,765.480188916474,1
"575",1149,847.666961771758,1
"576",1151,660.465732854437,1
"577",1153,342.969743321265,1
"578",1155,606.837063467786,1
"579",1157,460.917729925994,1
"580",1159,534.438208871215,1
"581",1161,680.217785911408,1
"582",1163,718.42638755528,1
"583",1165,601.885798501713,1
"584",1167,931.875037484736,1
"585",1169,872.960227697378,1
"586",1171,989.512624917191,1
"587",1173,715.216866832824,1
"588",1175,529.656704963408,1
"589",1177,687.475955548921,1
"590",1179,572.220065668833,1
"591",1181,99.7167089800938,1
"592",1183,318.498122603337,1
"593",1185,1070.44919582862,1
"594",1187,350.682202353841,1
"595",1189,724.03341991052,1
"596",1191,593.489302645766,1
"597",1193,669.240810396858,1
"598",1195,595.362894576196,1
"599",1197,216.9149441374,1
"600",1199,287.386730944784,1
"601",1201,707.642964124573,1
"602",1203,688.54637104063,1
"603",1205,82.8278792927374,1
"604",1207,639.072603340201,1
"605",1209,457.023003274162,1
"606",1211,742.872662876605,1
"607",1213,815.909562527243,1
"608",1215,501.546680718805,1
"609",1217,987.050656129842,1
"610",1219,639.048645446559,1
"611",1221,744.723185543057,1
"612",1223,406.416994845549,1
"613",1225,558.082883139808,1
"614",1227,631.236473666535,1
"615",1229,344.687457611658,1
"616",1231,354.940740822161,1
"617",1233,385.780845992583,1
"618",1235,553.906516395454,1
"619",1237,591.001964194965,1
"620",1239,460.292578341502,1
"621",1241,895.995650433201,1
"622",1243,443.630163354389,1
"623",1245,600.215151588211,1
"624",1247,482.331651421637,1
"625",1249,438.632938307452,1
"626",1251,469.149205440212,1
"627",1253,-5.3552528957598,1
"628",1255,62.4253045096021,1
"629",1257,312.260722773507,1
"630",1259,288.607559152755,1
"631",1261,487.816225604832,1
"632",1263,556.820761918447,1
"633",1265,577.845511158371,1
"634",1267,420.298541570185,1
"635",1269,270.598791454781,1
"636",1271,472.35663007855,1
"637",1273,391.723532251856,1
"638",1275,646.472123592439,1
"639",1277,358.196693951774,1
"640",1279,585.710184238998,1
"641",1281,851.595618985353,1
"642",1283,645.142365423231,1
"643",1285,755.941378749993,1
"644",1287,499.54687703716,1
"645",1289,525.979402217771,1
"646",1291,412.560968487115,1
"647",1293,583.182246241243,1
"648",1295,778.219616635069,1
"649",1297,431.362848095552,1
"650",1299,700.884190528102,1
"651",1301,543.127534961224,1
"652",1303,527.282700954281,1
"653",1305,452.607945343677,1
"654",1307,394.218576949885,1
"655",1309,438.936751172834,1
"656",1311,-49.2198280444402,1
"657",1313,432.592217723706,1
"658",1315,692.466857802772,1
"659",1317,384.838513352217,1
"660",1319,686.118203156176,1
"661",1321,715.191720287773,1
"662",1323,659.118456775242,1
"663",1325,489.884640160177,1
"664",1327,299.215689320861,1
"665",1329,437.962427579482,1
"666",1331,741.275333446924,1
"667",1333,291.643173196055,1
"668",1335,651.220234698791,1
"669",1337,329.471361584563,1
"670",1339,575.984376917433,1
"671",1341,578.776739102418,1
"672",1343,518.565275817456,1
"673",1345,653.551151037213,1
"674",1347,743.041226734587,1
"675",1349,716.921077773062,1
"676",1351,564.663920739682,1
"677",1353,556.626952346844,1
"678",1355,214.732915705874,1
"679",1357,677.658248247725,1
"680",1359,405.42120818571,1
"681",1361,577.270358088319,1
"682",1363,527.047729666125,1
"683",1365,873.615568081998,1
"684",1367,829.640789849681,1
"685",1369,473.562361445518,1
"686",1371,934.46902654476,1
"687",1373,382.149289467738,1
"688",1375,626.439825125385,1
"689",1377,212.466411299739,1
"690",1379,634.566363074177,1
"691",1381,238.324038419746,1
"692",1383,390.360057242445,1
"693",1385,578.164203867546,1
"694",1387,111.906408886947,1
"695",1389,500.54170945403,1
"696",1391,478.46765029277,1
"697",1393,423.979439402908,1
"698",1395,348.844152155127,1
"699",1397,759.704710204532,1
"700",1399,508.197567551187,1
"701",1401,448.005808715524,1
"702",1403,1202.6588986518,1
"703",1405,581.374873325326,1
"704",1407,138.756285653424,1
"705",1409,346.129716500284,1
"706",1411,130.182999179056,1
"707",1413,792.22340912389,1
"708",1415,609.073682425746,1
"709",1417,629.651693514835,1
"710",1419,516.426214245508,1
"711",1421,797.335908299767,1
"712",1423,665.143768142068,1
"713",1425,484.86634014455,1
"714",1427,531.729282644882,1
"715",1429,730.392152127024,1
"716",1431,409.769573949671,1
"717",1433,536.28421115261,1
"718",1435,581.155867718436,1
"719",1437,525.457765223024,1
"720",1439,645.709915678654,1
"721",1441,662.156895596535,1
"722",1443,759.003354849475,1
"723",1445,479.166453516628,1
"724",1447,964.200397765741,1
"725",1449,454.830783765984,1
"726",1451,733.123700671369,1
"727",1453,631.417428098883,1
"728",1455,693.910080825197,1
"729",1457,219.846126478727,1
"730",1459,733.988703280317,1
"731",1461,407.370270968825,1
"732",1463,410.092810039123,1
"733",1465,505.575567607687,1
"734",1467,479.164563277313,1
"735",1469,679.312816357894,1
"736",1471,377.435877196234,1
"737",1473,651.956219462711,1
"738",1475,200.026046813482,1
"739",1477,524.493205816555,1
"740",1479,601.67153601532,1
"741",1481,541.116497294507,1
"742",1483,350.572244142147,1
"743",1485,505.298253838469,1
"744",1487,670.840063198903,1
"745",1489,862.701724999145,1
"746",1491,577.599110039667,1
"747",1493,842.078038624798,1
"748",1495,277.53524391274,1
"749",1497,600.233405969708,1
"750",1499,660.719075261122,1
"751",1501,675.038063281928,1
"752",1503,-15.9586979107827,1
"753",1505,588.758806014341,1
"754",1507,578.02414900317,1
"755",1509,541.704285422983,1
"756",1511,668.132488353742,1
"757",1513,889.260551073636,1
"758",1515,599.501203867064,1
"759",1517,474.931244848882,1
"760",1519,539.680646181937,1
"761",1521,581.402843055236,1
"762",1523,241.590066387291,1
"763",1525,615.265238396213,1
"764",1527,615.348432970978,1
"765",1529,631.160483420079,1
"766",1531,621.99628842507,1
"767",1533,585.35020855043,1
"768",1535,778.505945223911,1
"769",1537,316.896859757174,1
"770",1539,575.110034707288,1
"771",1541,474.38840249665,1
"772",1543,617.324323645573,1
"773",1545,471.11425937184,1
"774",1547,743.209025691595,1
"775",1549,705.709828865724,1
"776",1551,649.921123463719,1
"777",1553,497.850788256897,1
"778",1555,784.441896181092,1
"779",1557,451.226185755752,1
"780",1559,492.594489357158,1
"781",1561,511.330975611358,1
"782",1563,411.923871976415,1
"783",1565,170.524644541505,1
"784",1567,555.069414144047,1
"785",1569,267.15472337841,1
"786",1571,399.727457265127,1
"787",1573,580.626298363281,1
"788",1575,295.872604306294,1
"789",1577,557.811776172124,1
"790",1579,631.778443564652,1
"791",1581,585.860479836264,1
"792",1583,749.019651566946,1
"793",1585,671.888871109808,1
"794",1587,822.786980192133,1
"795",1589,669.539094464662,1
"796",1591,424.449447660889,1
"797",1593,739.812372629761,1
"798",1595,732.682270977126,1
"799",1597,627.614232106454,1
"800",1599,634.032184758566,1
"801",1601,592.662675467419,1
"802",1603,570.649281067058,1
"803",1605,632.320961790273,1
"804",1607,381.432056901844,1
"805",1609,484.046252869443,1
"806",1611,485.049573240372,1
"807",1613,844.565171754684,1
"808",1615,169.823730606433,1
"809",1617,369.974110217967,1
"810",1619,718.681018066287,1
"811",1621,469.038500214115,1
"812",1623,669.920101799454,1
"813",1625,717.802754399602,1
"814",1627,698.184421653692,1
"815",1629,370.20887350227,1
"816",1631,556.584588967675,1
"817",1633,390.948845951902,1
"818",1635,353.64418041448,1
"819",1637,359.671832977939,1
"820",1639,284.82535065681,1
"821",1641,311.538614306719,1
"822",1643,682.160606971216,1
"823",1645,579.810135544011,1
"824",1647,468.541621948185,1
"825",1649,147.969892586302,1
"826",1651,554.981372895418,1
"827",1653,852.194678526198,1
"828",1655,843.896465487476,1
"829",1657,520.276614814248,1
"830",1659,502.949338353642,1
"831",1661,399.642945910997,1
"832",1663,393.881347213686,1
"833",1665,646.186233049398,1
"834",1667,535.257668109592,1
"835",1669,453.585785058213,1
"836",1671,602.541878814049,1
"837",1673,743.876722184898,1
"838",1675,480.982563146008,1
"839",1677,488.670731249261,1
"840",1679,249.247585957727,1
"841",1681,309.024042791883,1
"842",1683,308.256662434539,1
"843",1685,526.191054377286,1
"844",1687,530.532248005898,1
"845",1689,447.861126003895,1
"846",1691,616.684286196312,1
"847",1693,524.825507244073,1
"848",1695,640.778733171512,1
"849",1697,574.215271210837,1
"850",1699,538.961172706008,1
"851",1701,713.571222221384,1
"852",1703,496.393213310643,1
"853",1705,382.969944038312,1
"854",1707,301.649564631881,1
"855",1709,601.749300476838,1
"856",1711,373.713054338946,1
"857",1713,622.235927781448,1
"858",1715,545.876528452027,1
"859",1717,736.04000037023,1
"860",1719,764.588544959196,1
"861",1721,618.273099418808,1
"862",1723,680.178873023669,1
"863",1725,273.271022717626,1
"864",1727,626.119790562542,1
"865",1729,543.17986755218,1
"866",1731,541.909394972242,1
"867",1733,538.023620273422,1
"868",1735,585.78358031767,1
"869",1737,603.905851892755,1
"870",1739,652.485662953898,1
"871",1741,571.993457890798,1
"872",1743,506.509119158338,1
"873",1745,468.943693971682,1
"874",1747,724.514428802556,1
"875",1749,555.82145611487,1
"876",1751,556.854981431129,1
"877",1753,655.594669622482,1
"878",1755,483.651441114152,1
"879",1757,393.494750214332,1
"880",1759,499.853086999191,1
"881",1761,1002.97507720259,1
"882",1763,548.003659118777,1
"883",1765,658.09235063502,1
"884",1767,358.409118157202,1
"885",1769,376.253133669873,1
"886",1771,334.721489288557,1
"887",1773,613.316731227984,1
"888",1775,545.293746005939,1
"889",1777,604.298549680353,1
"890",1779,926.432491036715,1
"891",1781,675.497487326042,1
"892",1783,510.80147371256,1
"893",1785,310.665465532279,1
"894",1787,511.187633249333,1
"895",1789,319.2443569895,1
"896",1791,539.36533714362,1
"897",1793,518.413099988078,1
"898",1795,438.879152808871,1
"899",1797,527.462405756159,1
"900",1799,622.416480413008,1
"901",1801,760.331781574987,1
"902",1803,531.947946323208,1
"903",1805,562.797158993284,1
"904",1807,286.352620733954,1
"905",1809,601.385515190015,1
"906",1811,204.790590975994,1
"907",1813,109.217693895496,1
"908",1815,179.467950913735,1
"909",1817,439.367867010151,1
"910",1819,331.239519466117,1
"911",1821,700.85861834174,1
"912",1823,559.436517137289,1
"913",1825,467.527068250249,1
"914",1,3384.22241473707,2
"915",3,3950.42982179749,2
"916",5,3240.57271418455,2
"917",7,3131.45180474179,2
"918",9,3373.22190925744,2
"919",11,3503.07400583914,2
"920",13,3440.42293333546,2
"921",15,3472.48496276605,2
"922",17,3543.96164585565,2
"923",19,3253.88314415828,2
"924",21,3497.59853259887,2
"925",23,3096.87203609807,2
"926",25,3316.82319067074,2
"927",27,3518.65130957665,2
"928",29,3640.23019275794,2
"929",31,3303.29615830316,2
"930",33,3662.5221640278,2
"931",35,3182.43638526535,2
"932",37,3125.23293415553,2
"933",39,3217.27010986647,2
"934",41,3401.25935489999,2
"935",43,3532.76024591448,2
"936",45,3423.96662223872,2
"937",47,3250.30308255248,2
"938",49,3409.00080148653,2
"939",51,3181.19259654653,2
"940",53,3144.8208985428,2
"941",55,3263.79015567971,2
"942",57,3177.80179260805,2
"943",59,3232.52123841555,2
